FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
10,4,7.5041,0.014488,0,7.3224,1.6415
11,1,0.65443,0.00029095,0,0.63365,-0.16361
11,2,3.9702,0.021085,0,3.4383,1.9851
11,3,5.6281,0.016601,0,5.3462,1.7588
11,4,7.5041,0.014488,0,7.3224,1.6415
12,1,0.34903,0.00015891,0,0.34886,0.010907
12,2,3.9702,0.021085,0,3.4383,1.9851
12,3,5.6281,0.016601,0,5.3462,1.7588
12,4,7.0678,0.066566,0,6.1209,-3.5339
12,5,7.5041,0.014488,0,7.3224,1.6415
13,1,0.65443,0.00036549,0,0.62165,-0.20451
13,2,3.9702,0.021085,0,3.4383,1.9851
13,3,5.6281,0.016601,0,5.3462,1.7588
13,4,7.0678,0.066566,0,6.1209,-3.5339
13,5,7.5041,0.014488,0,7.3224,1.6415
13,6,0.36965,0.00015843,0,0.34903,0
14,1,0.65443,0.00032615,0,0.62801,-0.18406
14,2,3.9702,0.021085,0,3.4383,1.9851
14,3,7.0678,0.066566,0,6.1209,-3.5339
14,4,7.5041,0.018874,0,7.2658,1.876
14,5,0.36965,0.00016034,0,0.34835,0.021814
15,1,0.65443,0.00032615,0,0.62801,-0.18406
15,2,3.9702,0.021085,0,3.4383,1.9851
15,3,7.0678,0.066566,0,6.1209,-3.5339
15,4,7.5041,0.018874,0,7.2658,1.876
15,5,0.36965,0.00016608,0,0.34629,-0.043629
15,6,0.36965,0.00017565,0,0.34284,0.065443
16,1,0.65443,0.00029095,0,0.63365,-0.16361
16,2,3.9702,0.021085,0,3.4383,1.9851
16,3,7.0678,0.066566,0,6.1209,-3.5339
16,4,1.5277,0.00025993,0,1.4768,-0.13907
16,5,0.39057,0.00017031,0,0.29998,-0.057263
16,6,0.39057,0.00017459,0,0.298,0.066806
16,7,0.948,0.00057912,0,0.87032,-0.28631
16,8,0.948,0.00019629,0,0.91217,0.085894
17,1,0.65443,0.00032615,0,0.62801,-0.18406
17,2,3.9702,0.021085,0,3.4383,1.9851
17,3,0.63833,0.00026126,0,0.50241,0.14725
17,4,0.63833,0.00022063,0,0.51086,-0.11453
17,5,0.32877,0.00017459,0,0.298,0.066806
18,1,0.65443,0.00032615,0,0.62801,-0.18406
18,2,3.9702,0.021085,0,3.4383,1.9851
18,3,7.0678,0.066566,0,6.1209,-3.5339
18,4,0.60307,0.00020949,0,0.46829,-0.10498
18,5,0.60307,0.00022512,0,0.46468,0.11998
18,6,1.8257,0.00042196,0,1.7747,-0.2236
18,7,1.8257,0.0012126,0,1.732,0.44719
18,8,0.35749,0.00016024,0,0.26062,0.024541
18,9,0.35749,0.00016568,0,0.25713,-0.049082
18,10,0.39057,0.00017031,0,0.29998,-0.057263
18,11,0.39057,0.00016371,0,0.30301,0.038175
18,12,0.9059,0.00053857,0,0.82887,-0.27268
18,13,0.9059,0.00019264,0,0.86873,0.081804
19,1,3.9702,0.021085,0,3.4383,1.9851
19,2,0.28869,0.00016024,0,0.26062,0.024541
20,1,3.9702,0.021085,0,3.4383,1.9851
20,2,7.0678,0.066566,0,6.1209,-3.5339
20,3,0.49962,0.00016177,0,0.43543,0.027268
20,4,0.49962,0.00025938,0,0.4097,0.14997
20,5,0.28869,0.00016024,0,0.26062,0.024541
21,1,7.0678,0.066566,0,6.1209,-3.5339
21,2,0.24981,0.0001588,0,0.21772,0.013634
21,3,0.24981,0.00017657,0,0.19616,0.095438
21,4,7.5924,0.067497,0,6.7057,-3.5585
22,1,7.0678,0.066566,0,6.1209,-3.5339
22,2,0.24981,0.00015926,0,0.21718,0.020451
23,1,0.87257,0.00080086,0,0.79732,-0.35448
23,2,7.0678,0.066566,0,6.1209,-3.5339
23,3,0.24981,0.00017657,0,0.19616,0.095438
23,4,0.24981,0.0001588,0,0.21772,0.013634
24,1,0.87257,0.00080086,0,0.79732,-0.35448
24,2,0.21278,0.00015886,0,0.16388,-0.059989
24,3,0.21278,0.00015878,0,0.16577,0.054536
25,1,7.0678,0.066566,0,6.1209,-3.5339
25,2,0.21278,0.00015849,0,0.17315,0.021814
26,1,0.7393,0.00056017,0,0.63786,0.28359
26,2,0.21278,0.00015843,0,0.17451,0
27,1,0.17875,0.00014365,0,0.11562,0.061353
27,2,0.17875,0.00015784,0,0.13031,0.012271
28,1,0.17875,0.00014365,0,0.11562,0.061353
29,1,0.17875,0.00015738,0,0.12986,0.016361
30,1,0.13089,0.00014365,0,0.11562,0.061353
31,1,0.13089,0.00014365,0,0.11562,0.061353
32,1,0.087257,0.00013252,0,0.077077,0.040902
33,1,0.13089,0.00014365,0,0.11562,0.061353
34,1,0.13089,0.00014365,0,0.11562,0.061353
35,1,0.087257,0.00013586,0,0.078463,0.038175
36,1,0.13089,0.00014555,0,0.1177,0.057263
37,1,0.087257,0.00013252,0,0.077077,0.040902
38,1,0.087257,0.00013897,0,0.079732,0.035448
