FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
18,6,0.9059,0.00040172,0,0.84487,-0.21814
19,1,3.9702,0.021085,0,3.4383,1.9851
19,2,0.35749,0.00017856,0,0.24866,0.081804
19,3,1.762,0.00022111,0,1.7417,-0.10907
19,4,7.6825,0.00046463,0,7.6749,-0.23996
20,1,7.0678,0.066566,0,6.1209,-3.5339
20,2,1.7829,0.00055017,0,1.7237,-0.27268
20,3,7.6389,0.00015843,0,7.635,0
20,4,7.6389,0.05132,0,6.9766,3.1017
20,5,0.28869,0.00020997,0,0.2267,0.13089
20,6,0.28869,0.00016165,0,0.25972,0.032722
21,1,7.6389,0.0013694,0,7.6201,-0.47719
21,2,0.24981,0.00017657,0,0.19616,0.095438
22,1,7.0678,0.066566,0,6.1209,-3.5339
22,2,0.24981,0.00016176,0,0.21427,0.040902
23,1,0.82895,0.0008279,0,0.7454,-0.36266
23,2,7.0678,0.066566,0,6.1209,-3.5339
23,3,1.6325,0.00049305,0,1.5944,-0.25223
23,4,0.24981,0.00018212,0,0.18892,0.10907
23,5,7.5924,0.00015843,0,7.5914,0
24,1,0.82895,0.0008279,0,0.7454,-0.36266
24,2,7.0678,0.066566,0,6.1209,-3.5339
24,3,0.21278,0.00015849,0,0.17315,0.021814
24,4,0.21278,0.00015933,0,0.15113,0.087257
25,1,7.0678,0.066566,0,6.1209,-3.5339
25,2,0.7393,0.00027491,0,0.68115,0.1527
25,3,1.5894,0.0002724,0,1.5637,-0.14725
25,4,0.21278,0.00015852,0,0.17237,0.027268
26,1,0.21278,0.00015852,0,0.17237,0.027268
26,2,0.21278,0.00015933,0,0.15113,0.087257
27,1,0.21278,0.00015856,0,0.17142,0.032722
28,1,0.21278,0.0001586,0,0.17029,0.038175
29,1,0.17875,0.00014365,0,0.11562,0.061353
29,2,0.17875,0.00015784,0,0.13031,0.012271
32,1,0.17875,0.00015422,0,0.12673,0.032722
33,1,1.4884,0.0017825,0,1.3751,0.55627
34,1,1.4449,0.002547,0,1.2718,-0.67488
34,2,1.4449,0.00032828,0,1.4285,0.17997
35,1,1.0907,0.0017013,0,0.94459,-0.54536
38,1,0.087257,0.00012895,0,0.075567,0.043629
39,1,1.4397,0.00020089,0,1.4369,0.089984
