FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
31,1,0.087257,0.00013586,0,0.078463,0.038175
31,2,5.1918,0.035973,0,4.4962,-2.5959
32,1,0.13089,0.00014732,0,0.1196,0.053172
32,2,5.1918,0.035973,0,4.4962,-2.5959
33,1,0.087257,0.00013586,0,0.078463,0.038175
33,2,5.1918,0.035973,0,4.4962,-2.5959
34,1,0.13089,0.00014897,0,0.12133,0.049082
35,1,0.087257,0.0001445,0,0.08194,0.029995
36,1,0.13089,0.00014897,0,0.12133,0.049082
37,1,0.087257,0.00014185,0,0.08089,0.032722
38,1,0.13089,0.00014732,0,0.1196,0.053172
