FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
12,2,3.9702,0.021085,0,3.4383,1.9851
12,3,5.6281,0.016601,0,5.3462,1.7588
12,4,7.0678,0.066566,0,6.1209,-3.5339
12,5,7.5041,0.014488,0,7.3224,1.6415
12,6,7.635,0.019533,0,7.3926,1.9088
13,1,0.65443,0.00032615,0,0.62801,-0.18406
13,2,3.9702,0.021085,0,3.4383,1.9851
13,3,5.6281,0.016601,0,5.3462,1.7588
13,4,7.0678,0.066566,0,6.1209,-3.5339
13,5,7.5041,0.014488,0,7.3224,1.6415
13,6,7.635,0.019533,0,7.3926,1.9088
14,1,0.65443,0.00032615,0,0.62801,-0.18406
14,2,3.9702,0.021085,0,3.4383,1.9851
14,3,5.6281,0.016601,0,5.3462,1.7588
14,4,7.0678,0.066566,0,6.1209,-3.5339
14,5,7.5041,0.014488,0,7.3224,1.6415
14,6,7.635,0.019533,0,7.3926,1.9088
15,1,0.65443,0.00032615,0,0.62801,-0.18406
15,2,3.9702,0.021085,0,3.4383,1.9851
15,3,5.6281,0.016601,0,5.3462,1.7588
15,4,7.0678,0.066566,0,6.1209,-3.5339
15,5,7.5041,0.014488,0,7.3224,1.6415
15,6,7.635,0.019533,0,7.3926,1.9088
16,1,0.65443,0.00032615,0,0.62801,-0.18406
16,2,3.9702,0.021085,0,3.4383,1.9851
16,3,5.6281,0.016601,0,5.3462,1.7588
16,4,7.0678,0.066566,0,6.1209,-3.5339
16,5,7.5041,0.014488,0,7.3224,1.6415
16,6,7.635,0.019533,0,7.3926,1.9088
17,1,0.65443,0.00032615,0,0.62801,-0.18406
17,2,3.9702,0.021085,0,3.4383,1.9851
17,3,5.6281,0.016601,0,5.3462,1.7588
17,4,7.0678,0.066566,0,6.1209,-3.5339
17,5,7.5041,0.014488,0,7.3224,1.6415
17,6,7.635,0.019533,0,7.3926,1.9088
18,1,0.65443,0.00032615,0,0.62801,-0.18406
18,2,3.9702,0.021085,0,3.4383,1.9851
18,3,5.6281,0.016601,0,5.3462,1.7588
18,4,7.0678,0.066566,0,6.1209,-3.5339
18,5,7.5041,0.014488,0,7.3224,1.6415
18,6,7.635,0.019533,0,7.3926,1.9088
19,1,0.65443,0.00032615,0,0.62801,-0.18406
19,2,3.9702,0.021085,0,3.4383,1.9851
19,3,5.6281,0.016601,0,5.3462,1.7588
19,4,7.0678,0.066566,0,6.1209,-3.5339
19,5,7.5041,0.014488,0,7.3224,1.6415
19,6,7.635,0.019533,0,7.3926,1.9088
20,1,0.65443,0.00032615,0,0.62801,-0.18406
20,2,0.87257,0.0009035,0,0.78463,-0.38175
20,3,3.9702,0.021085,0,3.4383,1.9851
20,4,5.6281,0.016601,0,5.3462,1.7588
20,5,7.0678,0.066566,0,6.1209,-3.5339
20,6,7.5041,0.014488,0,7.3224,1.6415
20,7,7.635,0.019533,0,7.3926,1.9088
21,1,0.65443,0.00032615,0,0.62801,-0.18406
21,2,0.87257,0.00080086,0,0.79732,-0.35448
21,3,3.9702,0.021085,0,3.4383,1.9851
21,4,5.6281,0.016601,0,5.3462,1.7588
21,5,7.0678,0.066566,0,6.1209,-3.5339
21,6,7.5041,0.014488,0,7.3224,1.6415
21,7,1.1917,0.00039355,0,1.1142,0.21269
21,8,1.1917,0.00032171,0,1.1204,-0.17724
22,1,0.65443,0.00032615,0,0.62801,-0.18406
22,2,0.87257,0.0009035,0,0.78463,-0.38175
22,3,3.9702,0.021085,0,3.4383,1.9851
22,4,5.6281,0.016601,0,5.3462,1.7588
22,5,7.0678,0.066566,0,6.1209,-3.5339
22,6,7.635,0.019533,0,7.3926,1.9088
22,7,0.42555,0.00018904,0,0.33795,0.087257
22,8,0.42555,0.00016608,0,0.34629,-0.043629
23,1,0.65443,0.00032615,0,0.62801,-0.18406
23,2,0.87257,0.0009035,0,0.78463,-0.38175
23,3,3.9702,0.021085,0,3.4383,1.9851
23,4,5.6281,0.016601,0,5.3462,1.7588
23,5,7.0678,0.066566,0,6.1209,-3.5339
23,6,1.1089,0.00016397,0,1.0466,-0.032722
23,7,0.42555,0.00016608,0,0.34629,-0.043629
24,1,0.65443,0.00036549,0,0.62165,-0.20451
24,2,0.87257,0.0009035,0,0.78463,-0.38175
24,3,3.9702,0.021085,0,3.4383,1.9851
24,4,5.6281,0.016601,0,5.3462,1.7588
24,5,7.0678,0.066566,0,6.1209,-3.5339
24,6,0.67458,0.0003101,0,0.53877,0.17724
24,7,0.67458,0.0001645,0,0.56606,-0.035448
24,8,0.39057,0.00015843,0,0.3054,0
24,9,0.39057,0.00019142,0,0.29011,-0.095438
25,1,0.65443,0.00032615,0,0.62801,-0.18406
25,2,0.87257,0.0009035,0,0.78463,-0.38175
25,3,3.9702,0.021085,0,3.4383,1.9851
25,4,5.6281,0.016601,0,5.3462,1.7588
25,5,7.0678,0.066566,0,6.1209,-3.5339
25,6,0.39057,0.00017459,0,0.298,-0.066806
26,1,0.65443,0.00032615,0,0.62801,-0.18406
26,2,0.87257,0.0009035,0,0.78463,-0.38175
26,3,3.9702,0.021085,0,3.4383,1.9851
26,4,7.0678,0.066566,0,6.1209,-3.5339
26,5,0.28869,0.00016346,0,0.25856,0.040902
26,6,0.28869,0.00016829,0,0.25543,-0.057263
27,1,0.65443,0.00032615,0,0.62801,-0.18406
27,2,0.87257,0.0009035,0,0.78463,-0.38175
27,3,3.9702,0.018551,0,3.507,1.861
27,4,7.0678,0.066566,0,6.1209,-3.5339
27,5,0.94591,0.00021925,0,0.86573,-0.10907
27,6,0.28869,0.00016829,0,0.25543,0.057263
27,7,0.28869,0.00016568,0,0.25713,-0.049082
28,1,3.9702,0.021085,0,3.4383,1.9851
28,2,7.0678,0.066566,0,6.1209,-3.5339
28,3,0.28869,0.00016568,0,0.25713,-0.049082
29,1,0.87257,0.00080086,0,0.79732,-0.35448
29,2,3.9702,0.021085,0,3.4383,1.9851
29,3,7.0678,0.066566,0,6.1209,-3.5339
29,4,1.7188,0.00088796,0,1.6603,0.37221
29,5,0.24981,0.00016176,0,0.21427,0.040902
29,6,0.24981,0.00016074,0,0.21546,-0.034085
30,1,3.9702,0.021085,0,3.4383,1.9851
30,2,7.0678,0.066566,0,6.1209,-3.5339
30,3,1.6757,0.0025459,0,1.5149,0.67352
30,4,0.24981,0.00016074,0,0.21546,-0.034085
31,1,3.9702,0.021085,0,3.4383,1.9851
31,2,7.0678,0.066566,0,6.1209,-3.5339
31,3,0.78063,0.00018276,0,0.73842,-0.069533
31,4,0.78063,0.00020169,0,0.73587,0.092711
31,5,1.6325,0.00021197,0,1.6111,0.10089
31,6,0.24981,0.00016176,0,0.21427,-0.040902
31,7,0.24981,0.00016176,0,0.21427,0.040902
31,8,7.5924,0.058818,0,6.8263,3.3212
31,9,7.5924,0.002852,0,7.558,0.71169
32,1,7.0678,0.066566,0,6.1209,-3.5339
32,2,0.78063,0.00016113,0,0.74133,0.023178
32,3,0.21278,0.0001586,0,0.17029,-0.038175
32,4,0.21278,0.00015852,0,0.17237,0.027268
33,1,7.0678,0.066566,0,6.1209,-3.5339
33,2,0.7393,0.00016794,0,0.69669,0.043629
33,3,0.7393,0.00069329,0,0.61662,0.32722
33,4,0.21278,0.00015865,0,0.16897,-0.043629
33,5,0.21278,0.00015849,0,0.17315,0.021814
34,1,0.21278,0.00015865,0,0.16897,-0.043629
35,1,0.21278,0.00015865,0,0.16897,-0.043629
36,1,0.21278,0.00015856,0,0.17142,0.032722
36,2,0.21278,0.00015878,0,0.16577,-0.054536
37,1,0.17451,0.00015844,0,0.17417,0.010907
37,2,0.17451,0.00015894,0,0.16178,-0.065443
38,1,0.13089,0.00015679,0,0.12928,0.020451
39,1,0.13089,0.00014732,0,0.1196,-0.053172
40,1,0.13089,0.00015606,0,0.12856,0.024541
