FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
18,1,0.6108,0.00033681,0,0.58021,-0.19088
18,2,0.82895,0.00092695,0,0.73223,-0.38857
18,3,3.9702,0.021085,0,3.4383,1.9851
18,4,7.5041,0.014488,0,7.3224,1.6415
18,5,0.68368,0.0001626,0,0.47898,0.029995
18,6,0.35749,0.00016165,0,0.25972,0.032722
18,7,1.6325,0.00021197,0,1.6111,0.10089
18,8,3.4553,0.00040471,0,3.4399,0.21542
18,9,3.4553,0.0063154,0,3.274,-1.0771
18,10,7.6389,0.00015843,0,7.635,0
19,1,0.6108,0.00024583,0,0.59601,-0.13361
19,2,0.65379,0.00037201,0,0.37784,0.21814
19,3,0.65379,0.00017929,0,0.43093,0.06817
19,4,0.35749,0.00018279,0,0.24582,0.089984
19,5,1.6325,0.00049305,0,1.5944,-0.25223
19,6,7.6389,0.00015843,0,7.635,0
20,1,0.6108,0.00022264,0,0.59997,-0.11453
20,2,0.53624,0.00022307,0,0.37299,-0.12271
20,3,0.53624,0.00015908,0,0.39247,0.012271
20,4,0.3269,0.00016176,0,0.21427,0.040902
20,5,0.3269,0.00016963,0,0.20485,-0.074987
20,6,3.4117,0.0088009,0,3.1547,-1.2761
20,7,7.5953,0.050737,0,6.9367,-3.084
21,1,7.0678,0.066566,0,6.1209,-3.5339
21,2,7.5041,0.014488,0,7.3224,1.6415
21,3,7.5953,0.0244,0,7.285,-2.1351
21,4,0.24981,0.00017925,0,0.19269,0.10225
22,1,0.74888,0.00017178,0,0.43286,-0.054536
22,2,0.3269,0.00017407,0,0.19933,-0.088621
23,1,0.78782,0.00062436,0,0.62771,0.3054
23,2,1.6125,0.00015843,0,1.5706,0
23,3,0.29955,0.00015843,0,0.17451,0
24,1,0.17875,0.00014365,0,0.11562,0.061353
24,2,0.17875,0.00015784,0,0.13031,0.012271
25,1,0.65754,0.00022264,0,0.59997,0.11453
25,2,1.5032,0.00025993,0,1.4768,0.13907
25,3,0.17875,0.00015836,0,0.13082,0.0040902
26,1,0.14978,0.00012895,0,0.075567,0.043629
27,1,0.087257,0.00012895,0,0.075567,0.043629
28,1,0.087257,0.00012895,0,0.075567,0.043629
29,1,0.087257,0.00013897,0,0.079732,0.035448
29,2,1.4397,0.00016904,0,1.439,-0.044992
30,1,0.087257,0.00014185,0,0.08089,0.032722
30,2,0.99924,0.00025346,0,0.86186,0.13634
31,1,0.13089,0.00014897,0,0.12133,0.049082
31,2,0.948,0.00086939,0,0.83719,0.37221
31,3,0.948,0.00016264,0,0.91576,0.028631
32,1,0.087257,0.00013586,0,0.078463,0.038175
32,2,0.86608,0.00020722,0,0.77916,0.098165
33,1,0.087257,0.00013586,0,0.078463,0.038175
34,1,0.087257,0.00013897,0,0.079732,0.035448
35,1,0.13089,0.00014732,0,0.1196,0.053172
36,1,0.087257,0.00013897,0,0.079732,0.035448
37,1,0.13089,0.00014732,0,0.1196,0.053172
38,1,0.087257,0.00013897,0,0.079732,0.035448
39,1,0.13089,0.00014555,0,0.1177,0.057263
