FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
11,4,5.6281,0.016601,0,5.3462,1.7588
11,5,7.0678,0.066566,0,6.1209,-3.5339
11,6,7.5478,0.058145,0,6.7871,-3.3021
11,7,7.635,0.019533,0,7.3926,1.9088
12,1,0.69806,0.00031057,0,0.67589,-0.17451
12,2,0.87257,0.00070583,0,0.8089,-0.32722
12,3,3.9702,0.021085,0,3.4383,1.9851
12,4,5.6281,0.016601,0,5.3462,1.7588
12,5,7.0678,0.066566,0,6.1209,-3.5339
12,6,7.5478,0.058145,0,6.7871,-3.3021
12,7,7.635,0.019533,0,7.3926,1.9088
12,8,0.4111,0.00015843,0,0.39266,0
13,1,0.69806,0.00035098,0,0.66988,-0.19633
13,2,0.87257,0.00070583,0,0.8089,-0.32722
13,3,3.9702,0.018551,0,3.507,1.861
13,4,5.6281,0.016601,0,5.3462,1.7588
13,5,7.0678,0.066566,0,6.1209,-3.5339
13,6,7.5478,0.058145,0,6.7871,-3.3021
13,7,0.4111,0.00015908,0,0.39247,-0.012271
14,1,0.69806,0.00027491,0,0.68115,-0.1527
14,2,3.9702,0.021085,0,3.4383,1.9851
14,3,5.6281,0.016601,0,5.3462,1.7588
14,4,7.0678,0.066566,0,6.1209,-3.5339
14,5,7.5478,0.066725,0,6.6672,-3.538
15,1,0.69806,0.00027491,0,0.68115,-0.1527
15,2,3.9702,0.021085,0,3.4383,1.9851
15,3,5.6281,0.016601,0,5.3462,1.7588
15,4,7.0678,0.066566,0,6.1209,-3.5339
15,5,7.5478,0.058145,0,6.7871,-3.3021
15,6,1.7188,0.00015843,0,1.7015,0
15,7,0.36965,0.00018186,0,0.34058,0.07635
16,1,0.69806,0.00027491,0,0.68115,-0.1527
16,2,3.9702,0.021085,0,3.4383,1.9851
16,3,5.6281,0.016601,0,5.3462,1.7588
16,4,7.0678,0.066566,0,6.1209,-3.5339
16,5,7.5478,0.066725,0,6.6672,-3.538
16,6,1.7188,0.00015843,0,1.7015,0
16,7,0.36965,0.00017565,0,0.34284,0.065443
17,1,0.69806,0.00027491,0,0.68115,-0.1527
17,2,3.9702,0.018551,0,3.507,1.861
17,3,5.6281,0.016601,0,5.3462,1.7588
17,4,7.0678,0.066566,0,6.1209,-3.5339
17,5,7.5478,0.058145,0,6.7871,-3.3021
17,6,0.36965,0.00017039,0,0.34474,0.054536
18,1,0.69806,0.00027491,0,0.68115,-0.1527
18,2,3.9702,0.021085,0,3.4383,1.9851
18,3,7.0678,0.066566,0,6.1209,-3.5339
18,4,7.5478,0.058145,0,6.7871,-3.3021
18,5,0.32877,0.00016668,0,0.30165,0.047719
19,1,0.65443,0.00025989,0,0.63858,-0.14316
19,2,0.87257,0.00070583,0,0.8089,-0.32722
19,3,3.9702,0.021085,0,3.4383,1.9851
19,4,7.0678,0.066566,0,6.1209,-3.5339
19,5,7.5478,0.066725,0,6.6672,-3.538
19,6,0.32877,0.00016371,0,0.30301,0.038175
20,1,0.69806,0.00027491,0,0.68115,-0.1527
20,2,3.9702,0.021085,0,3.4383,1.9851
20,3,7.0678,0.066566,0,6.1209,-3.5339
20,4,7.5478,0.058145,0,6.7871,-3.3021
20,5,0.32877,0.00017031,0,0.29998,0.057263
21,1,0.65443,0.00023297,0,0.64282,-0.12271
21,2,0.87257,0.00070583,0,0.8089,-0.32722
21,3,3.9702,0.018551,0,3.507,1.861
21,4,7.5478,0.058145,0,6.7871,-3.3021
21,5,0.28869,0.00018742,0,0.24267,0.098165
22,1,3.9702,0.018551,0,3.507,1.861
22,2,7.0678,0.066566,0,6.1209,-3.5339
22,3,7.5478,0.066725,0,6.6672,-3.538
22,4,0.28869,0.00016346,0,0.25856,0.040902
23,1,3.9702,0.021085,0,3.4383,1.9851
23,2,5.5408,0.013067,0,5.3172,-1.5584
23,3,7.0678,0.066566,0,6.1209,-3.5339
23,4,7.5478,0.058145,0,6.7871,-3.3021
23,5,0.28869,0.00016346,0,0.25856,0.040902
24,1,3.9702,0.021085,0,3.4383,1.9851
24,2,4.6246,0.028567,0,4.0051,-2.3123
24,3,7.5478,0.058145,0,6.7871,-3.3021
24,4,0.28869,0.00017856,0,0.24866,0.081804
25,1,0.69806,0.00019646,0,0.69258,-0.087257
25,2,3.9702,0.021085,0,3.4383,1.9851
25,3,4.6246,0.028567,0,4.0051,-2.3123
25,4,7.5478,0.058145,0,6.7871,-3.3021
25,5,7.6786,0.051907,0,7.0165,-3.1195
25,6,0.24981,0.00017925,0,0.19269,0.10225
25,7,0.24981,0.00015991,0,0.21643,0.027268
26,1,3.9702,0.021085,0,3.4383,1.9851
26,2,7.0678,0.066566,0,6.1209,-3.5339
26,3,7.5478,0.058145,0,6.7871,-3.3021
26,4,0.24981,0.00015926,0,0.21718,0.020451
27,1,0.69806,0.00019646,0,0.69258,-0.087257
27,2,7.0678,0.066566,0,6.1209,-3.5339
27,3,7.5478,0.058145,0,6.7871,-3.3021
27,4,0.24981,0.00015926,0,0.21718,0.020451
28,1,7.0678,0.066566,0,6.1209,-3.5339
28,2,7.5478,0.058145,0,6.7871,-3.3021
28,3,0.24981,0.00016074,0,0.21546,0.034085
28,4,0.24981,0.00016963,0,0.20485,-0.074987
29,1,7.0678,0.066566,0,6.1209,-3.5339
29,2,7.5478,0.066725,0,6.6672,-3.538
29,3,0.24981,0.00015926,0,0.21718,0.020451
29,4,0.24981,0.00016592,0,0.20934,-0.061353
30,1,7.0678,0.066566,0,6.1209,-3.5339
30,2,7.5478,0.066725,0,6.6672,-3.538
30,3,0.24981,0.00016176,0,0.21427,0.040902
30,4,0.24981,0.00016963,0,0.20485,-0.074987
31,1,7.0678,0.066566,0,6.1209,-3.5339
31,2,0.21278,0.00015846,0,0.17375,0.016361
32,1,0.17451,0.00015849,0,0.17315,0.021814
32,2,7.0678,0.066566,0,6.1209,-3.5339
33,1,7.0678,0.066566,0,6.1209,-3.5339
33,2,0.21278,0.00015902,0,0.15946,0.070897
33,3,0.21278,0.00015844,0,0.17417,0.010907
34,1,0.21278,0.00015849,0,0.17315,0.021814
35,1,0.13089,0.00015679,0,0.12928,0.020451
35,2,0.17875,0.00015679,0,0.12928,0.020451
36,1,0.17875,0.00015606,0,0.12856,0.024541
37,1,0.17875,0.00014365,0,0.11562,0.061353
37,2,0.17875,0.00015784,0,0.13031,0.012271
38,1,0.13089,0.00014161,0,0.11335,0.065443
38,2,0.13089,0.00015784,0,0.13031,0.012271
39,1,0.13089,0.00015186,0,0.12433,0.040902
